unit_id,gold,response,topic,rank,logprob
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1545::overheidsinstanties,,Burgerrechten,CivilRights,0,0
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1545::overheidsinstanties,,Best,Government,2,-1.2841911315917969
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1545::overheidsinstanties,,Imm,Immigration,4,-5.784191131591797
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1545::overheidsinstanties,,Werk,Economic,5,-6.534191131591797
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1545::overheidsinstanties,,Gez,Health,7,-8.034191131591797
00cd19cc7b9b18f2accd58eca59fbae7329babbc209783467b14a2eb::1545::overheidsinstanties,,Just,Order,10,-11.159191131591797
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::187::overheidsinstanties,,Bestuur.,Government,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::187::overheidsinstanties,,Burger,CivilRights,3,-3.242194175720215
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::187::overheidsinstanties,,Gez,Health,5,-9.617194175720215
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::187::overheidsinstanties,,Just,Order,8,-11.367194175720215
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1245::politiek,,Geen,,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1245::politiek,,Gez,Health,4,-15.375005722045898
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1530::experts,,Geen,,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1530::experts,,Best,Government,3,-13.375009536743164
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1530::experts,,Gez,Health,4,-15.750009536743164
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::1530::experts,,Werk,Economic,7,-17.000009536743164
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::2496::politiek,,Justitie.,Order,0,0
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::2496::politiek,,Imm,Immigration,7,-15.750008583068848
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::2496::politiek,,Def,Defense,9,-16.37500762939453
00f6424643130aff606b0090fd9ae52c5b493fa3e4bb2ee170af433d::2496::politiek,,Mil,Environment,10,-16.37500762939453
014126417e951326f6b871badc0bf1dc51d7c46395b73a6bff71ecfe::2043::politiek,,Bestuur,Government,0,0
014126417e951326f6b871badc0bf1dc51d7c46395b73a6bff71ecfe::2043::politiek,,Werk,Economic,4,-9.93923282623291
014126417e951326f6b871badc0bf1dc51d7c46395b73a6bff71ecfe::2043::politiek,,Burger,CivilRights,6,-11.31423282623291
014126417e951326f6b871badc0bf1dc51d7c46395b73a6bff71ecfe::2043::politiek,,Gez,Health,7,-11.56423282623291
014126417e951326f6b871badc0bf1dc51d7c46395b73a6bff71ecfe::2043::politiek,,Just,Order,8,-11.81423282623291
0205c173b5d823097bcfd6125de28b8ee6ef22806bdfe28628266e91::1938::politiek,,Geen,,0,0
0205c173b5d823097bcfd6125de28b8ee6ef22806bdfe28628266e91::1938::politiek,,Just,Order,2,-4.018179893493652
0205c173b5d823097bcfd6125de28b8ee6ef22806bdfe28628266e91::1938::politiek,,Gez,Health,3,-11.518179893493652
0205c173b5d823097bcfd6125de28b8ee6ef22806bdfe28628266e91::1938::politiek,,Best,Government,4,-11.643179893493652
0205c173b5d823097bcfd6125de28b8ee6ef22806bdfe28628266e91::1938::politiek,,Werk,Economic,5,-13.143179893493652
0205c173b5d823097bcfd6125de28b8ee6ef22806bdfe28628266e91::2609::overheidsinstanties,,Bestuur.,Government,0,0
