jobid,unit_id,topic,text,majority,agreement,Nisanur,n.p.reesink@student.vu.nl
631,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-30-VVD,Economic,"Een stuk minder immigratie voor Omtzigt, een stuk minder klimaatbeleid voor Van der Plas.Meer belastingvoordelen voor multinationals voor **Yesilgöz**, minder rechtsbescherming voor vluchtelingen voor Wilders.We nemen wat discriminatie op de koop toe.",R,1,R,R
631,18ba1b51856174ce93eb22cd3e3bb1900a1ab37b5eb9ebf9739039a7-118-CDA,Economic,"De middenpartij regeerde sindsdien bijna altijd.Van oudsher zijn het platteland en normen en waarden belangrijk voor het **CDA**.Interne discussies over het versoberen van sociale zekerheid of migratie verdeelden de partij soms, maar echte ophef ontstond in 2010 bij de gedoogconstructie met de PVV.",N,1,N,N
631,18ba1b51856174ce93eb22cd3e3bb1900a1ab37b5eb9ebf9739039a7-85-CDA,Economic,"In het CDA-programma staat dat het marktdenken is doorgeschoten.""Je moet heel precies kijken waar marktwerking wel en niet geschikt is"", zegt **Bontenbal**.""Dat punt hebben we de afgelopen decennia niet goed genoeg gedaan.""",L,0.5,N,L
631,18ba1b51856174ce93eb22cd3e3bb1900a1ab37b5eb9ebf9739039a7-89-CDA,Economic,"""Laat gemeentes de schulden overnemen, en maak er publieke organisaties van.""**Bontenbal** is optimistisch over de toekomst van zijn partij, ondanks de te verwachten uitslag.""Ik zie een hele mooie partij en ik denk niet dat we het licht uit doen.",N,1,N,N
631,21744d7323d9ce8965333f7a4a0cf8c4fd44f7c5d7413b473e1cc509-1-Denk,Economic,NA,L,1,L,L
631,21744d7323d9ce8965333f7a4a0cf8c4fd44f7c5d7413b473e1cc509-2-JA21,Economic,NA,N,1,N,N
631,2ff14454d13be0eb5fdb2235dda48d480b8ba135225fdb27ba123568-1-JA21,Economic,NA,N,0.5,N,R
631,2ff14454d13be0eb5fdb2235dda48d480b8ba135225fdb27ba123568-2-Denk,Economic,NA,L,1,L,L
631,2ff14454d13be0eb5fdb2235dda48d480b8ba135225fdb27ba123568-2-JA21,Economic,NA,N,0.5,N,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-127-CDA,Economic,20:59SP verwijt Omtzigt en **CDA** dat ze te weinig hebben gedaan aan bestaanszekerheidNSC en SP pleiten allebei om de kosten voor het dagelijks leven omlaag te brengen.,N,0.5,N,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-127-NSC,Economic,20:59SP verwijt **Omtzigt** en CDA dat ze te weinig hebben gedaan aan bestaanszekerheidNSC en SP pleiten allebei om de kosten voor het dagelijks leven omlaag te brengen.,L,0.5,L,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-128-NSC,Economic,SP verwijt Omtzigt en CDA dat ze te weinig hebben gedaan aan bestaanszekerheid**NSC** en SP pleiten allebei om de kosten voor het dagelijks leven omlaag te brengen.NSC-leider Omtzigt wijst op de hoge belasting op gas.,L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-131-SP,Economic,Die is volgens hem enorm gestegen.SP-leider **Marijnissen** wil onder meer het minimumloon verhogen en het eigen risico in de zorg afschaffen.Ze verwijt Omtzigt en het CDA dat ze niet genoeg hebben gedaan aan bestaanszekerheid.,L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-132-CDA,Economic,"SP-leider Marijnissen wil onder meer het minimumloon verhogen en het eigen risico in de zorg afschaffen.Ze verwijt Omtzigt en het **CDA** dat ze niet genoeg hebben gedaan aan bestaanszekerheid.""Er waren voorstellen van ons die zij in de Tweede Kamer weg hebben gestemd.",N,0.5,N,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-132-NSC,Economic,"SP-leider Marijnissen wil onder meer het minimumloon verhogen en het eigen risico in de zorg afschaffen.Ze verwijt **Omtzigt** en het CDA dat ze niet genoeg hebben gedaan aan bestaanszekerheid.""Er waren voorstellen van ons die zij in de Tweede Kamer weg hebben gestemd.",N,0.5,N,R
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-135-NSC,Economic,"Het zijn vooral mooie woorden en geen daden.""**Omtzigt** zegt daarop wel degelijk voorstellen te hebben gedaan.CDA-leider Bontenbal zegt ook wat te willen doen aan het minimumloon, maar ""minder dan de SP"".",N,1,N,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-136-CDA,Economic,"Omtzigt zegt daarop wel degelijk voorstellen te hebben gedaan.**CDA-leider** **Bontenbal** zegt ook wat te willen doen aan het minimumloon, maar ""minder dan de SP"".20:53",L,0.5,N,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-136-SP,Economic,"Omtzigt zegt daarop wel degelijk voorstellen te hebben gedaan.CDA-leider Bontenbal zegt ook wat te willen doen aan het minimumloon, maar ""minder dan de **SP""**.20:53",L,0.5,N,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-177-Denk,Economic,"20:14Felle discussie Van **Baarle** (**Denk**) en Eerdmans (JA21) over institutioneel racismeDenk-leider Van Baarle vindt het ""schandalig"" dat mensen met een migratieachtergrond vaker in armoede leven door institutioneel racisme.",L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-178-Denk,Economic,"Felle discussie Van Baarle (Denk) en Eerdmans (JA21) over institutioneel racisme**Denk-leider** Van **Baarle** vindt het ""schandalig"" dat mensen met een migratieachtergrond vaker in armoede leven door institutioneel racisme.Eerdmans van JA21 reageert daarop dat Van Baarle altijd de ""racismekaart"" trekt.",L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-179-Denk,Economic,"Denk-leider Van Baarle vindt het ""schandalig"" dat mensen met een migratieachtergrond vaker in armoede leven door institutioneel racisme.Eerdmans van JA21 reageert daarop dat Van **Baarle** altijd de ""racismekaart"" trekt.19:56",L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-179-JA21,Economic,"Denk-leider Van Baarle vindt het ""schandalig"" dat mensen met een migratieachtergrond vaker in armoede leven door institutioneel racisme.**Eerdmans** van **JA21** reageert daarop dat Van Baarle altijd de ""racismekaart"" trekt.19:56",N,1,N,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-184-CU,Economic,"19:54Denk, **ChristenUnie** en JA21 niet eens over oplossingen geldzorgenDenk, ChristenUnie en JA21 debatteren over geldzorgen.",N,1,N,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-184-Denk,Economic,"19:54**Denk**, ChristenUnie en JA21 niet eens over oplossingen geldzorgenDenk, ChristenUnie en JA21 debatteren over geldzorgen.",N,1,N,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-184-JA21,Economic,"19:54Denk, ChristenUnie en **JA21** niet eens over oplossingen geldzorgenDenk, ChristenUnie en JA21 debatteren over geldzorgen.",N,1,N,N
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-185-CU,Economic,"Denk, ChristenUnie en JA21 niet eens over oplossingen geldzorgenDenk, **ChristenUnie** en JA21 debatteren over geldzorgen.Denk en ChristenUnie willen het minimumloon verhogen, JA21 niet.",L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-185-Denk,Economic,"Denk, ChristenUnie en JA21 niet eens over oplossingen geldzorgen**Denk**, ChristenUnie en JA21 debatteren over geldzorgen.Denk en ChristenUnie willen het minimumloon verhogen, JA21 niet.",L,1,L,L
631,41c2f4aca7e48728c6c61a333d5f0f633ae95c849b0e3d04efc0bbdc-186-CU,Economic,"Denk, ChristenUnie en JA21 debatteren over geldzorgen.Denk en **ChristenUnie** willen het minimumloon verhogen, JA21 niet.ChristenUnie-leider Bikker zegt dat de focus op gezinnen moet liggen en dat die beter ondersteund moeten worden om hun kosten te kunnen betalen.",L,1,L,L
