jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur
540,0ee9416c103d507a76508bc3a2f5ef5faae2be7a36685e3d160bcb97-27-PVV,Immigration,"Dan maar die 'PVV-kroonjuwelen' - islam, moskeeën, Koran verbieden - door de plee trekken.In die 25 jaar gebruikte **Wilders** het woord 'laf' ongeveer 678 keer.Een specialist.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-125-GL/PvdA,Immigration,"Hij noemt het standpunt een signaal.**GL-PvdA** wil hiermee meer ""moslima's"" bij de politie krijgen.Timmermans:",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-126-GL/PvdA,Immigration,"GL-PvdA wil hiermee meer ""moslima's"" bij de politie krijgen.**Timmermans**:""We zijn een heel divers land en die diversiteit zal niet verdwijnen.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-131-BBB,Immigration,"En als je dan ook nog zegt: 'je mag niet met een hoofddoek politieagent worden', dan help je dat proces niet.""Van de andere partijen zijn VVD, PVV, NSC, **BBB**, CDA, SP, FvD, JA21, SGP, Volt en BVNL gezien hun verkiezingsprogramma's en stemgedrag tegen hoofddoekjes bij politieagenten die op straat hun werk doen.Timmermans mocht, net als andere lijsttrekkers in eerdere uitzendingen, de partijen noemen waarmee hij een samenwerking wel ziet zitten.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-131-CDA,Immigration,"En als je dan ook nog zegt: 'je mag niet met een hoofddoek politieagent worden', dan help je dat proces niet.""Van de andere partijen zijn VVD, PVV, NSC, BBB, **CDA**, SP, FvD, JA21, SGP, Volt en BVNL gezien hun verkiezingsprogramma's en stemgedrag tegen hoofddoekjes bij politieagenten die op straat hun werk doen.Timmermans mocht, net als andere lijsttrekkers in eerdere uitzendingen, de partijen noemen waarmee hij een samenwerking wel ziet zitten.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-131-FvD,Immigration,"En als je dan ook nog zegt: 'je mag niet met een hoofddoek politieagent worden', dan help je dat proces niet.""Van de andere partijen zijn VVD, PVV, NSC, BBB, CDA, SP, **FvD**, JA21, SGP, Volt en BVNL gezien hun verkiezingsprogramma's en stemgedrag tegen hoofddoekjes bij politieagenten die op straat hun werk doen.Timmermans mocht, net als andere lijsttrekkers in eerdere uitzendingen, de partijen noemen waarmee hij een samenwerking wel ziet zitten.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-131-NSC,Immigration,"En als je dan ook nog zegt: 'je mag niet met een hoofddoek politieagent worden', dan help je dat proces niet.""Van de andere partijen zijn VVD, PVV, **NSC**, BBB, CDA, SP, FvD, JA21, SGP, Volt en BVNL gezien hun verkiezingsprogramma's en stemgedrag tegen hoofddoekjes bij politieagenten die op straat hun werk doen.Timmermans mocht, net als andere lijsttrekkers in eerdere uitzendingen, de partijen noemen waarmee hij een samenwerking wel ziet zitten.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-131-SGP,Immigration,"En als je dan ook nog zegt: 'je mag niet met een hoofddoek politieagent worden', dan help je dat proces niet.""Van de andere partijen zijn VVD, PVV, NSC, BBB, CDA, SP, FvD, JA21, **SGP**, Volt en BVNL gezien hun verkiezingsprogramma's en stemgedrag tegen hoofddoekjes bij politieagenten die op straat hun werk doen.Timmermans mocht, net als andere lijsttrekkers in eerdere uitzendingen, de partijen noemen waarmee hij een samenwerking wel ziet zitten.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-131-Volt,Immigration,"En als je dan ook nog zegt: 'je mag niet met een hoofddoek politieagent worden', dan help je dat proces niet.""Van de andere partijen zijn VVD, PVV, NSC, BBB, CDA, SP, FvD, JA21, SGP, **Volt** en BVNL gezien hun verkiezingsprogramma's en stemgedrag tegen hoofddoekjes bij politieagenten die op straat hun werk doen.Timmermans mocht, net als andere lijsttrekkers in eerdere uitzendingen, de partijen noemen waarmee hij een samenwerking wel ziet zitten.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-28-BBB,Immigration,"10:01Van der **Plas** (**BBB**): 'Boeren kijken met angst en beven naar Pieter'Hoewel BBB-lijsttrekker Van der Plas een coalitie met Nieuw Sociaal Contract (NSC) mogelijk acht, heeft die partij ook standpunten waar zij over twijfelt.",N,1,N,N
540,1c1c6fab74079c10ef47c9fee9c004c11e63eaded615873c60958d02-29-Overig,Immigration,"Van der Plas (BBB): 'Boeren kijken met angst en beven naar Pieter'Hoewel **BBB-lijsttrekker** Van der Plas een coalitie met Nieuw Sociaal Contract (NSC) mogelijk acht, heeft die partij ook standpunten waar zij over twijfelt.""Ik zie ook dingen in de programma's staan waarvan ik denk: tja, ik weet 't niet helemaal"", zegt ze bij NU.nl .",N,1,N,N
540,1e2da4a564a6e0c90fa3d199e4a0f1caa3b0e92586e12591418a0394-25-VVD,Immigration,"De man onder wiens bewind als minister van sociale zaken en werkgelegenheid de toeslagenaffaire op volle discriminatoire kracht tot wasdom kon komen.Minister Asscher die het zag, maar zweeg omdat hij coalitiepartner **VVD** niet voor het hoofd wilde stoten.Minister Asscher, die in de hoogtijdagen van IS opdracht gaf tot een onderzoek naar opvattingen van moslimjongeren over die terreurgroep.",N,1,N,N
