jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur
696,4c9c5c55356f46153c0eb2d22ad19580c5eb1d38facd23468107f4b8-39-D66,Agriculture,"„U komt met het goedkope verwijt dat ik alleen maar analyses maak, terwijl ik hier met een set oplossingen kom.”Rob **Jetten** (**D66**) zocht op zijn beurt de confrontatie met Frans Timmermans (PvdA/GL) over het klimaatbeleid.Jetten zei ’een beetje teleurgesteld’ te zijn in de linkse leider, die volgens hem tijdens de campagne ’de stikstofdoelen al heeft weggegeven’.",L,0.5,N,L
696,4c9c5c55356f46153c0eb2d22ad19580c5eb1d38facd23468107f4b8-39-GL/PvdA,Agriculture,"„U komt met het goedkope verwijt dat ik alleen maar analyses maak, terwijl ik hier met een set oplossingen kom.”Rob Jetten (D66) zocht op zijn beurt de confrontatie met Frans **Timmermans** (**PvdA/GL)** over het klimaatbeleid.Jetten zei ’een beetje teleurgesteld’ te zijn in de linkse leider, die volgens hem tijdens de campagne ’de stikstofdoelen al heeft weggegeven’.",N,1,N,N
696,4c9c5c55356f46153c0eb2d22ad19580c5eb1d38facd23468107f4b8-40-D66,Agriculture,"Rob Jetten (D66) zocht op zijn beurt de confrontatie met Frans Timmermans (PvdA/GL) over het klimaatbeleid.**Jetten** zei ’een beetje teleurgesteld’ te zijn in de linkse leider, die volgens hem tijdens de campagne ’de stikstofdoelen al heeft weggegeven’.Dat leidde weer tot teleurstelling bij Timmermans:",L,0.5,N,L
696,4c9c5c55356f46153c0eb2d22ad19580c5eb1d38facd23468107f4b8-41-GL/PvdA,Agriculture,"Jetten zei ’een beetje teleurgesteld’ te zijn in de linkse leider, die volgens hem tijdens de campagne ’de stikstofdoelen al heeft weggegeven’.Dat leidde weer tot teleurstelling bij **Timmermans**:„Als je de kleine verschillen tussen ons ziet, mogen die ons toch niet uit elkaar drijven?”, zei hij, ondertussen wijzend naar Wilders.",N,1,N,N
696,50c240928ffc3afa229f0ec5a0046fffc3d341382b4623eef68e8aed-27-D66,Agriculture,"GroenLinks-PvdA-leider Timmermans noemde de klimaatproblemen de ""grootste bedreiging voor onze bestaanszekerheid"".**D66-leider** **Jetten** zei dat hij als klimaatminister al twee jaar ""keihard aan de slag is"" en dat hij ""teleurgesteld"" is in de opstelling van Timmermans.Die wil volgens hem te veel water bij de wijn doen, bijvoorbeeld door 2030 los te laten als deadline voor de stikstofdoelen.",L,0.5,N,L
696,50c240928ffc3afa229f0ec5a0046fffc3d341382b4623eef68e8aed-27-GL/PvdA,Agriculture,"GroenLinks-PvdA-leider Timmermans noemde de klimaatproblemen de ""grootste bedreiging voor onze bestaanszekerheid"".D66-leider Jetten zei dat hij als klimaatminister al twee jaar ""keihard aan de slag is"" en dat hij ""teleurgesteld"" is in de opstelling van **Timmermans**.Die wil volgens hem te veel water bij de wijn doen, bijvoorbeeld door 2030 los te laten als deadline voor de stikstofdoelen.",L,0.5,L,N
696,50c240928ffc3afa229f0ec5a0046fffc3d341382b4623eef68e8aed-29-GL/PvdA,Agriculture,"Die wil volgens hem te veel water bij de wijn doen, bijvoorbeeld door 2030 los te laten als deadline voor de stikstofdoelen.De **GroenLinks-PvdA-leider** antwoordde dat het soms nodig is om ""bruggen te bouwen"" en dat hij op die manier als Eurocommissaris de Green Deal uit heeft onderhandeld.""Die kleine verschillen tussen ons, die mogen ons toch niet uit elkaar trekken?"", vroeg Timmermans aan Jetten.",N,1,N,N
696,536e665a68924de045a1c4e042c82ea51dcb185301b13667c96b5365-16-CU,Agriculture,"Twee partijen hebben in hun programma’s het sterkst oog voor álle provincies, blijkt uit de analyse:BBB en **ChristenUnie**.„GroenLinks-PvdA en NSC zijn ook redelijk verdeeld over het land”, zegt hoogleraar Haartsen.",N,1,N,N
696,536e665a68924de045a1c4e042c82ea51dcb185301b13667c96b5365-40-PVV,Agriculture,"Hier lees ik niks over in de partijprogramma’s.”Van de grote partijen heeft de **PVV** de minste aandacht voor „de regio”.„Terwijl een deel van die PVV-stemmers wel in die regio’s woont, zich niet gehoord voelt en tegen de gevestigde orde is.",N,1,N,N
696,536e665a68924de045a1c4e042c82ea51dcb185301b13667c96b5365-41-PVV,Agriculture,"Van de grote partijen heeft de PVV de minste aandacht voor „de regio”.„Terwijl een deel van die **PVV-stemmers** wel in die regio’s woont, zich niet gehoord voelt en tegen de gevestigde orde is.Maar in hun eigen programma ligt er geen nadruk op”, zegt Haartsen.",N,1,N,N
