jobid,unit_id,topic,text,majority,agreement,Nisanur,n.p.reesink@student.vu.nl
635,01438633bd578448fb672c93fc34addb40769a2988ab244f71e11608-23-SGP,Economic,"Ze staan nog steeds niet op de kandidatenlijst.De overheid moet zo klein mogelijk zijn en zich niet bemoeien met privézaken, vindt de **SGP**.En er moet een einde komen aan het belastingnadeel voor gezinnen waar de vrouw thuisblijft om voor de kinderen te zorgen.",N,1,N,N
635,01438633bd578448fb672c93fc34addb40769a2988ab244f71e11608-25-Overig,Economic,"En er moet een einde komen aan het belastingnadeel voor gezinnen waar de vrouw thuisblijft om voor de kinderen te zorgen.In de ruim honderd jaar dat de SGP bestaat, is Chris Stoffer (49) pas de achtste **partijleider**.De vorige, Kees van der Staaij, was het dertien jaar.",L,0.5,L,N
635,01438633bd578448fb672c93fc34addb40769a2988ab244f71e11608-25-SGP,Economic,"En er moet een einde komen aan het belastingnadeel voor gezinnen waar de vrouw thuisblijft om voor de kinderen te zorgen.In de ruim honderd jaar dat de **SGP** bestaat, is Chris **Stoffer** (49) pas de achtste partijleider.De vorige, Kees van der Staaij, was het dertien jaar.",L,0.5,L,N
635,0f95512c7ffcd49dfd80b33c69ee36d399e437f309514950e6e35c79-10-VVD,Economic,"""Wíj moeten ons steeds aanpassen, maar het politieke systeem van vriendjespolitiek blijft onveranderd"", foetert Bex, die in het verleden trouw SP stemde.Tot voor kort werkte hij in de zorg, ""kapotgemaakt door de **VVD**"", is zijn stellige overtuiging.Wat Bex in zijn eigen wijk Heerlerheide ziet gebeuren, stemt hem ook al somber.",N,1,N,N
635,0fc9cb10e5efea74ada1ddc6f001e2e8436519fcf12546c4c57c70fd-12-Overig,Economic,Hij heeft vragen gesteld aan het kabinet.50Plus-senator Martin van Rooijen wil in debat met demissionair **minister** Carola Schouten (Pensioenen).Deze bezorgdheid is niet nieuw.,N,1,N,N
635,0fc9cb10e5efea74ada1ddc6f001e2e8436519fcf12546c4c57c70fd-21-NSC,Economic,"De mogelijkheid dat Nederland honderden miljoenen euro's misloopt, maakt het moeilijker om aanpassingen door te voeren die de doelstellingen mogelijk in de weg staan.Zo wil Omtzigts partij Nieuw Sociaal **Contract** de Pensioenwet flink herzien en bijvoorbeeld instemmingsrecht invoeren voor deelnemers en pensioengerechtigden over het al dan niet overgaan op het nieuwe stelsel.Die aanpassing betekent mogelijk dat lang niet alle pensioenen overgaan, wat de doelstelling en het verkrijgen van EU-geld in gevaar brengt.",N,1,N,N
635,1b3198c02a9f2983933e90cb2d304886925ba782402213c008c0a217-44-Overig,Economic,"'Ik spreek veel ondernemers,' zegt Yesilgöz, 'die voelen dat ze worden weggezet als boeman.'De **lijsttrekker** wil graag contact houden, benadrukt ze.'Ik hoop dat u ons weet te vinden, ook na de verkiezingen.'",N,1,N,N
635,2e659116555e7c04739ffe8c27c3bb569555a7e3a9545311b15036e1-35-CDA,Economic,"De oud-gedeputeerde van de provincie Overijssel sprak vrijdag de 13de nog lang met Van den Heuvel in één van de cafés waar hij vaak kwam.""In 2010 zegde hij het **CDA** vaarwel"", zegt Rietkerk, ""omdat de partij in zijn ogen het sociale gezicht was verloren.Maar die vrijdag vertelde hij dat hij vond dat het CDA weer de goede kant op ging.",N,1,N,N
635,366dee28d46804c6842562595c58279a47b14ce24b5e49ea6b51cd05-145-SP,Economic,"Sowieso is ze beter in schrijven dan in praten, zegt ze.Ze schrijft: ""Meerdere partijen hebben het over bestaanszekerheid, het thema waar de **SP** al jaren over praat.Dat betekent voor mij:",L,0.5,N,L
635,366dee28d46804c6842562595c58279a47b14ce24b5e49ea6b51cd05-22-SP,Economic,"""Ik was daar zo zenuwachtig"", blikt ze terug.De alleenstaande moeder is inmiddels deels gecompenseerd en politiek actief voor de **SP** - de partij van Renske Leijten.Die heeft zich al die tijd ingezet voor de slachtoffers.",N,1,N,N
635,366dee28d46804c6842562595c58279a47b14ce24b5e49ea6b51cd05-82-Overig,Economic,"""Veiligheidsmechanismen werden uitgeschakeld en rechtsbescherming werkte niet.""Ze geeft als voorbeeld voormalig **minister** van sociale zaken Henk Kamp.Hij vertelde een maand terug tegen de enquêtecommissie fraude-aanpak dat hij het advies van ambtenaren die hem vertelden dat het wel meeviel met het frauderen, in de wind sloeg.",N,1,N,N
635,3e3b624c9015bbf64ec60991af47b8bfa97f58129e69e1436e51a958-22-D66,Economic,"Er zijn enkele uitzonderingen.Over arbeidskrapte zegt **D66** dat we meer moeten investeren in productiviteit.En NSC, niet meegenomen in het SCP-rapport, schrijft onder meer dat de overheid minder plannen moet maken in sectoren waar er personeelstekorten zijn.",L,0.5,L,N
635,3e3b624c9015bbf64ec60991af47b8bfa97f58129e69e1436e51a958-23-NSC,Economic,"Over arbeidskrapte zegt D66 dat we meer moeten investeren in productiviteit.En **NSC**, niet meegenomen in het SCP-rapport, schrijft onder meer dat de overheid minder plannen moet maken in sectoren waar er personeelstekorten zijn.Van Oudenhoven:",N,1,N,N
635,5e4de32dc6f388fba16f6b1f72fd5c2d404bbf2cfdd7678dcf830404-17-GL/PvdA,Economic,"Tegelijkertijd spaarden ze elkaar niet als ze de onderlinge verschillen doornamen, vooral op het gebied van migratie, minimumloon en kernenergie.Politiek commentator Thomas van Groningen sprak in Op1 al van „een bromance” tussen **GroenLinks-PvdA** en NSC, maar misschien had hij niet goed genoeg geluisterd naar de slotakte.„Vindt u ook dat de VVD maar even op het bankje moet zitten?” vroeg gespreksleider Diana Matroos.",N,1,N,N
635,5e4de32dc6f388fba16f6b1f72fd5c2d404bbf2cfdd7678dcf830404-17-NSC,Economic,"Tegelijkertijd spaarden ze elkaar niet als ze de onderlinge verschillen doornamen, vooral op het gebied van migratie, minimumloon en kernenergie.Politiek commentator Thomas van Groningen sprak in Op1 al van „een bromance” tussen GroenLinks-PvdA en **NSC**, maar misschien had hij niet goed genoeg geluisterd naar de slotakte.„Vindt u ook dat de VVD maar even op het bankje moet zitten?” vroeg gespreksleider Diana Matroos.",N,1,N,N
635,64fd915cbe22c84e3bfdf6a876e8dd67742e47bb464d40d72b2c4ff2-13-JA21,Economic,"Sla het kieskompas er maar op na, afgelopen maandag in Trouw.Helemaal rechts onderin, waar de meest rechtse én de meest conservatieve partijen zitten, vormt zich een kluitje: FvD, BVNL en **Ja21**.De PVV, bij voorbije verkiezingen vaak wat linkser op sociaal-economische thema's, trekt wat meer naar die drie partijen toe.",N,1,N,N
635,64fd915cbe22c84e3bfdf6a876e8dd67742e47bb464d40d72b2c4ff2-14-PVV,Economic,"Helemaal rechts onderin, waar de meest rechtse én de meest conservatieve partijen zitten, vormt zich een kluitje: FvD, BVNL en Ja21.De **PVV**, bij voorbije verkiezingen vaak wat linkser op sociaal-economische thema's, trekt wat meer naar die drie partijen toe.Ook onderzoekers van het Montesquieu Instituut hebben hun best moeten doen om onderscheid te vinden tussen de rechtsradicale uitdagers, blijkt uit de veelzeggende titel van hun onderzoek Vier tinten uiterst rechts.",N,1,N,N
635,64fd915cbe22c84e3bfdf6a876e8dd67742e47bb464d40d72b2c4ff2-34-PVV,Economic,Verschillen van mening hadden de partijen vooral over de nasleep van de coronapandemie - een speerpunt van Forum.En sociaaleconomisch blijft de **PVV** wat linkser dan de drie geestverwanten.Het conflict in Israël legt andere scheidslijnen bloot.,N,1,N,N
635,7a822ffdf35f699515228c07477b27bda1efbfee26c7a6878a1ed4a7-183-SP,Economic,"Verschillende politici waren aanwezig op de manifestatie in Amsterdam over bestaanszekerheid, georganiseerd door vakbond FNV.Bij NOS op 3 discussieerden Henri Bontenbal (CDA) en Lilian **Marijnissen** (SP) onder andere over de vraag wat makkelijker is:oppositie of coalitie?",N,1,N,N
635,7a822ffdf35f699515228c07477b27bda1efbfee26c7a6878a1ed4a7-23-NSC,Economic,"22:01Bestaanszekerheid bij RTL-debat, wat zeggen Yesilgöz, Timmermans (GL-PvdA) en **Omtzigt** (**NSC**)?Om beter te begrijpen hoe het gaat met minder welvarend Nederland zetten we het onderwerp 'bestaanszekerheid' uiteen in vijf vragen en een serie bijbehorende grafieken:",N,1,N,N
635,7a822ffdf35f699515228c07477b27bda1efbfee26c7a6878a1ed4a7-78-Denk,Economic,"Discussie over minimumloon bij verkiezingsprogramma NOS op 3Bij het verkiezingsprogramma van NOS op 3 zijn Joost Eerdmans (JA21), Stephan van **Baarle** (**Denk**) en Wybren van Haga (BVNL) te gast.Eerdmans is tegen een verdere verhoging van het minimumloon.",N,1,N,N
635,7a822ffdf35f699515228c07477b27bda1efbfee26c7a6878a1ed4a7-78-JA21,Economic,"Discussie over minimumloon bij verkiezingsprogramma NOS op 3Bij het verkiezingsprogramma van NOS op 3 zijn Joost **Eerdmans** (**JA21**), Stephan van Baarle (Denk) en Wybren van Haga (BVNL) te gast.Eerdmans is tegen een verdere verhoging van het minimumloon.",R,1,R,R
635,7a822ffdf35f699515228c07477b27bda1efbfee26c7a6878a1ed4a7-79-JA21,Economic,"Bij het verkiezingsprogramma van NOS op 3 zijn Joost Eerdmans (JA21), Stephan van Baarle (Denk) en Wybren van Haga (BVNL) te gast.**Eerdmans** is tegen een verdere verhoging van het minimumloon.""Werkgevers moeten het wel kunnen betalen, anders gaan ze naar het buitenland.""",R,1,R,R
635,7a822ffdf35f699515228c07477b27bda1efbfee26c7a6878a1ed4a7-81-Denk,Economic,"""Werkgevers moeten het wel kunnen betalen, anders gaan ze naar het buitenland.""Van **Baarle** is wel voor een flinke verhoging, naar 16 euro volgens het verkiezingsprogramma:""Bedrijven hebben de afgelopen jaren grote winsten gemaakt maar hebben dat niet vertaald in hogere lonen.""",N,1,N,N
635,8ed537bd90074f344bc486e66474766a68c3598e512bed2e6d95f470-4-PvdD,Economic,"ROTTERDAM Rotterdam opent komende zomer een daklozenopvang waar mensen die huis en haard verloren, kunnen slapen met hun kat of hond.„De band tussen mens en dier wordt vaak onderschat”, zegt Sabrina van de Peppel van de **PvdD**.De partij maakte zich hard voor de opvang voor Rotterdammers die na tegenslag in hun leven op straat staan en een dier als onmisbare vriend hebben.",N,1,N,N
635,927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Economic,"Alleenstaanden en gezinnen komen maandelijks honderden Amerikaanse dollars (de munteenheid op de eilanden) tekort.Demissionair **minister** voor armoedebeleid Carola Schouten was vorige week, samen met staatssecretaris Alexandra van Huffelen, in de West om daar de armoede van dichtbij te zien.Daar maakten ze ook bekend dat het minimumloon fors verhoogd gaat worden, naar 1750 dollar per maand.",L,0.5,L,N
635,c3ebcfc18977715b44bbb18fe24107c984bd1d01fb2105441521ea0e-9-VVD,Economic,"Bri Wiener, West-TerschellingDit is dus de **VVD**.Een man die vierkant achter het stelsel van kindertoeslag blijft staan ondanks de vaststaande desastreuze gevolgen, wordt benoemd tot erelid.",N,1,N,N
635,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-113-CDA,Economic,Bij het NOS op 3-verkiezingsprogramma ging onder meer over zorg als je een handicap hebt en het al dan niet verhogen van het minimumloon.Bij WNL op Zondag gingen de nummers twee op de lijst met elkaar in debat en **Bontenbal** (**CDA**) en Marijnissen (SP) waren te gast bij Buitenhof.07:00,N,1,N,N
635,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-113-SP,Economic,Bij het NOS op 3-verkiezingsprogramma ging onder meer over zorg als je een handicap hebt en het al dan niet verhogen van het minimumloon.Bij WNL op Zondag gingen de nummers twee op de lijst met elkaar in debat en Bontenbal (CDA) en **Marijnissen** (SP) waren te gast bij Buitenhof.07:00,N,1,N,N
635,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-44-SGP,Economic,"""Dat is nu voor een groter gezin onbetaalbaar"".**Stoffer** verloor op 13-jarige leeftijd zijn moeder, zijn vader moest het gezin overeind houden.""Hij deed ontzettend zijn best, maar ik zag achteraf pas dat hij zich enorm heeft weggecijferd voor ons.""",N,1,N,N
635,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-79-SGP,Economic,"Ze staan nog steeds niet op de kandidatenlijst.De overheid moet zo klein mogelijk zijn en zich niet bemoeien met privézaken, vindt de **SGP**.En er moet een einde komen aan het belastingnadeel voor gezinnen waar de vrouw thuisblijft om voor de kinderen te zorgen.",N,1,N,N
635,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-81-Overig,Economic,"En er moet een einde komen aan het belastingnadeel voor gezinnen waar de vrouw thuisblijft om voor de kinderen te zorgen.In de ruim honderd jaar dat de SGP bestaat, is Chris Stoffer (49) pas de achtste **partijleider**.De vorige, Kees van der Staaij, was het dertien jaar.",L,0.5,L,N
